,score,layer_sizes,epochs,learning_rate,weight_0,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,loss_fn
190,127.0,"[20, 16, 12]",200,0.001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
191,130.0,"[20, 16, 12]",200,0.002,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
192,115.0,"[20, 16, 12]",200,0.01,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
193,157.0,"[20, 16, 12]",200,0.05,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
194,150.0,"[20, 16, 12]",200,0.0001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
195,143.0,"[16, 12, 8]",100,0.001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
196,142.0,"[16, 12, 8]",100,0.002,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
197,163.0,"[16, 12, 8]",100,0.01,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
198,163.0,"[16, 12, 8]",100,0.05,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
199,131.0,"[16, 12, 8]",100,0.0001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
200,161.0,"[16, 12, 8]",150,0.001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
201,132.0,"[16, 12, 8]",150,0.002,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
202,150.0,"[16, 12, 8]",150,0.01,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
203,163.0,"[16, 12, 8]",150,0.05,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
204,149.0,"[16, 12, 8]",150,0.0001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
205,155.0,"[16, 12, 8]",200,0.001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
206,161.0,"[16, 12, 8]",200,0.002,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
207,94.0,"[16, 12, 8]",200,0.01,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
208,132.0,"[16, 12, 8]",200,0.05,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
209,151.0,"[16, 12, 8]",200,0.0001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
210,141.0,"[20, 16, 12, 8]",100,0.001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
211,160.0,"[20, 16, 12, 8]",100,0.002,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
212,157.0,"[20, 16, 12, 8]",100,0.01,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
213,169.0,"[20, 16, 12, 8]",100,0.05,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
214,131.0,"[20, 16, 12, 8]",100,0.0001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
215,157.0,"[20, 16, 12, 8]",150,0.001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
